DMV ID,DMV Snapshot (Date),ZIP Code,Registration Expiration Date,VIN Prefix,VIN Model Year,Registration Valid Date,Make,Model,Model Year
4,DMV Direct (5/1/2018),55409,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),56716,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55419,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55125,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55125,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55423,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55418,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55418,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55016,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55419,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
5,DMV Direct (4/5/2019),55068,4/30/2019,1G1RB6E4,C,5/1/2018,Chevrolet,Volt,2012
5,DMV Direct (4/5/2019),55068,4/30/2019,1G1RB6E4,C,5/1/2018,Chevrolet,Volt,2012
5,DMV Direct (4/5/2019),55068,4/30/2019,1G1RB6E4,E,5/1/2018,Chevrolet,Volt,2014
5,DMV Direct (4/5/2019),55120,4/30/2019,1G1RD6E4,E,5/1/2018,Chevrolet,Volt,2014
5,DMV Direct (4/5/2019),55120,4/30/2019,1N4AZ0CP,D,5/1/2018,Nissan,Leaf,2013
5,DMV Direct (4/5/2019),55068,4/30/2019,1G1RD6E4,E,5/1/2018,Chevrolet,Volt,2014
4,DMV Direct (5/1/2018),55406,12/31/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
