"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year,fips,geographic area name,median income (family),median income (nonfamily),total population,commute time,count,county,state
8084.0,28880.0,19129.0,7185.0,8955.0,4522.0,2019,12055,"Highlands County, Florida",57168,30907,106221,815540.0,1430,Highlands County,fl
64165.0,273738.0,176776.0,98150.0,221014.0,132539.0,2019,12057,"Hillsborough County, Florida",74380,40245,1471968,19289440.0,338712,Hillsborough County,fl
7021.0,36038.0,26075.0,12045.0,25733.0,13206.0,2019,12061,"Indian River County, Florida",71865,35594,159923,1354495.0,5296,Indian River County,fl
19138.0,82050.0,62114.0,30853.0,43256.0,26001.0,2019,12069,"Lake County, Florida",70212,35833,367118,4269120.0,31824,Lake County,fl
36487.0,181330.0,114757.0,54635.0,105918.0,63485.0,2019,12071,"Lee County, Florida",74882,40255,770577,7986360.0,74613,Lee County,fl
9582.0,32025.0,34081.0,14013.0,45460.0,36959.0,2019,12073,"Leon County, Florida",76565,32786,293582,2788435.0,12518,Leon County,fl
19951.0,90491.0,60933.0,29317.0,55472.0,37470.0,2019,12081,"Manatee County, Florida",79352,42531,403253,4009505.0,35712,Manatee County,fl
21508.0,100297.0,57963.0,29025.0,34545.0,21886.0,2019,12083,"Marion County, Florida",58615,30962,365579,3206020.0,19780,Marion County,fl
8005.0,30810.0,27992.0,10851.0,26848.0,17500.0,2019,12085,"Martin County, Florida",87659,40821,161000,1751000.0,9571,Martin County,fl
197038.0,507716.0,284248.0,173187.0,374163.0,220973.0,2019,12086,"Miami-Dade County, Florida",61413,32130,2716940,41772180.0,5,Miami-Dade County,mi
2162.0,16034.0,12094.0,6052.0,12139.0,7980.0,2019,12087,"Monroe County, Florida",90367,46388,74228,746090.0,3692,Monroe County,fl
4753.0,20436.0,13742.0,5200.0,12535.0,7173.0,2019,12089,"Nassau County, Florida",77896,41367,88625,1074900.0,1304,Nassau County,fl
7621.0,40117.0,33714.0,14797.0,29747.0,15940.0,2019,12091,"Okaloosa County, Florida",81517,43063,210738,2481065.0,5236,Okaloosa County,fl
68167.0,236539.0,165575.0,98413.0,220004.0,112713.0,2019,12095,"Orange County, Florida",72065,42918,1393452,19842420.0,376740,Orange County,fl
21811.0,72733.0,50327.0,29427.0,39637.0,20872.0,2019,12097,"Osceola County, Florida",57308,34062,375751,5968525.0,14766,Osceola County,fl
56013.0,261427.0,201028.0,102452.0,250259.0,164860.0,2019,12099,"Palm Beach County, Florida",81212,43088,1496770,17271580.0,465956,Palm Beach County,fl
27625.0,132873.0,84385.0,43773.0,67700.0,34505.0,2019,12101,"Pasco County, Florida",69590,32066,553947,6748450.0,50204,Pasco County,fl
46613.0,206958.0,156080.0,74635.0,162734.0,86288.0,2019,12103,"Pinellas County, Florida",79797,38797,974996,10560285.0,213994,Pinellas County,fl
43172.0,172422.0,106924.0,52885.0,69107.0,35533.0,2019,12105,"Polk County, Florida",60761,31037,724777,8985630.0,50445,Polk County,fl
7079.0,20910.0,11582.0,5028.0,4076.0,2564.0,2019,12107,"Putnam County, Florida",49177,26720,74521,892425.0,840,Putnam County,fl
5906.0,41562.0,35675.0,15853.0,53543.0,32512.0,2019,12109,"St. Johns County, Florida",106096,47948,264672,2828440.0,15568,St. Johns County,fl
21024.0,79655.0,51723.0,25052.0,33543.0,18150.0,2019,12111,"St. Lucie County, Florida",70255,32412,328297,3977695.0,12029,St. Lucie County,fl
8075.0,36575.0,31750.0,14655.0,23129.0,11416.0,2019,12113,"Santa Rosa County, Florida",81619,31612,184313,2293935.0,3380,Santa Rosa County,fl
14112.0,97060.0,69984.0,31825.0,71682.0,54591.0,2019,12115,"Sarasota County, Florida",82469,45382,433742,3957940.0,60421,Sarasota County,fl
13665.0,71422.0,64072.0,39775.0,89063.0,48683.0,2019,12117,"Seminole County, Florida",81857,44674,471826,6124250.0,42201,Seminole County,fl
5128.0,37763.0,24590.0,10172.0,24444.0,14860.0,2019,12119,"Sumter County, Florida",74976,33510,132420,542285.0,3315,Sumter County,fl
24530.0,136707.0,89905.0,50275.0,62946.0,36462.0,2019,12127,"Volusia County, Florida",65904,31930,553284,5788620.0,44247,Volusia County,fl
4081.0,15310.0,11936.0,5949.0,11481.0,4845.0,2019,12131,"Walton County, Florida",76703,35358,74071,722000.0,2565,Walton County,fl
7693.0,25148.0,18025.0,4499.0,9338.0,3431.0,2019,13015,"Bartow County, Georgia",68139,25683,107738,1354385.0,2,Bartow County,tx
9067.0,30714.0,24417.0,7148.0,13643.0,11370.0,2019,13021,"Bibb County, Georgia",55526,31197,153159,1347050.0,33,Bibb County,or
3969.0,13991.0,9583.0,4298.0,7042.0,4700.0,2019,13031,"Bulloch County, Georgia",62194,29747,79608,853560.0,3,Bulloch County,or
14507.0,48665.0,50105.0,10752.0,41921.0,25264.0,2019,13051,"Chatham County, Georgia",71935,37108,289430,2931890.0,2,Chatham County,mi
9551.0,40649.0,38510.0,13757.0,47155.0,20161.0,2019,13057,"Cherokee County, Georgia",99250,47431,258773,4023225.0,2,Cherokee County,tx
18189.0,64360.0,37868.0,15723.0,22901.0,11250.0,2019,13063,"Clayton County, Georgia",54658,40423,292256,4171385.0,1,Clayton County,NY
17280.0,93519.0,95962.0,37764.0,157034.0,90628.0,2019,13067,"Cobb County, Georgia",97396,50932,760141,11109145.0,2,Cobb County,tx
4944.0,22367.0,20009.0,11845.0,27509.0,14839.0,2019,13073,"Columbia County, Georgia",95776,60777,156714,2207740.0,328,Columbia County,fl
31163.0,111366.0,83587.0,40412.0,133066.0,101213.0,2019,13089,"DeKalb County, Georgia",85420,43377,759297,11356800.0,1,DeKalb County,mi
5899.0,22895.0,26344.0,10917.0,58137.0,31608.0,2019,13117,"Forsyth County, Georgia",125028,52429,244252,3540975.0,2,Forsyth County,WA
31125.0,112161.0,110255.0,42551.0,245555.0,173975.0,2019,13121,"Fulton County, Georgia",109818,55624,1063937,14923835.0,13,Fulton County,mi
35768.0,126919.0,107223.0,58436.0,153655.0,81930.0,2019,13135,"Gwinnett County, Georgia",80954,46498,936250,14458675.0,1,Gwinnett County,mi
11678.0,36385.0,26909.0,9908.0,20969.0,13324.0,2019,13139,"Hall County, Georgia",78870,36327,204441,2603460.0,1,Hall County,WA
4753.0,16735.0,8446.0,4895.0,9266.0,3231.0,2019,13157,"Jackson County, Georgia",81255,30633,72977,1068980.0,255,Jackson County,fl
9385.0,33601.0,34249.0,13996.0,16638.0,14898.0,2019,13215,"Muscogee County, Georgia",60420,33262,195769,1590280.0,3,Muscogee County,or
9791.0,34013.0,29865.0,8697.0,15281.0,9123.0,2019,13223,"Paulding County, Georgia",85763,39285,168667,2920010.0,2,Paulding County,tx
12001.0,46959.0,30943.0,11513.0,16396.0,10270.0,2019,13245,"Richmond County, Georgia",52580,31274,202518,1828890.0,4,Richmond County,NY
6973.0,21045.0,15352.0,4271.0,10093.0,5262.0,2019,13297,"Walton County, Georgia",77198,38172,94593,1336580.0,2223,Walton County,fl
26727.0,175946.0,135481.0,74971.0,159284.0,84671.0,2019,15003,"Honolulu County, Hawaii",101922,57554,974563,13975345.0,1,Honolulu County,WA
12655.0,65205.0,81937.0,34129.0,83760.0,46990.0,2019,16001,"Ada County, Idaho",88299,43341,481587,4772990.0,9,Ada County,or
6064.0,29628.0,35673.0,14411.0,17885.0,10481.0,2019,16055,"Kootenai County, Idaho",73909,39680,165697,1589015.0,1,Kootenai County,mi
4746.0,27805.0,19007.0,10706.0,24821.0,31531.0,2019,17019,"Champaign County, Illinois",82467,34505,209689,1698860.0,2,Champaign County,mi
216326.0,816922.0,642445.0,240359.0,853414.0,601685.0,2019,17031,"Cook County, Illinois",86915,45497,5150233,81382460.0,41,Cook County,mi
2752.0,14775.0,14210.0,5959.0,14358.0,7782.0,2019,17037,"DeKalb County, Illinois",87104,30303,104897,1393505.0,3,DeKalb County,wi
19782.0,119928.0,111598.0,43854.0,194085.0,128680.0,2019,17043,"DuPage County, Illinois",118053,52399,922921,13524195.0,9,DuPage County,mi
24896.0,84639.0,73250.0,27734.0,76420.0,40068.0,2019,17089,"Kane County, Illinois",99224,46687,532403,7500740.0,5,Kane County,mi
21520.0,93219.0,86084.0,29162.0,124570.0,82467.0,2019,17097,"Lake County, Illinois",112189,45645,696535,9926870.0,33456,Lake County,fl
6399.0,29000.0,19294.0,8458.0,8205.0,4405.0,2019,17099,"LaSalle County, Illinois",75108,34974,108669,1227165.0,3,LaSalle County,tx
8514.0,56597.0,46167.0,20717.0,50685.0,23020.0,2019,17111,"McHenry County, Illinois",102325,48791,307774,5109835.0,1,McHenry County,NY
3697.0,23199.0,19103.0,8592.0,32115.0,15752.0,2019,17113,"McLean County, Illinois",97607,34599,171517,1402070.0,18,McLean County,or
9577.0,53092.0,43340.0,20399.0,34958.0,20894.0,2019,17119,"Madison County, Illinois",83190,38043,262966,3083205.0,76,Madison County,fl
10479.0,48719.0,46967.0,18548.0,28692.0,20552.0,2019,17163,"St. Clair County, Illinois",77640,32909,259686,3156660.0,2,St. Clair County,mi
3866.0,29836.0,21998.0,9808.0,17685.0,7494.0,2019,17179,"Tazewell County, Illinois",81868,38949,131803,1281500.0,1,Tazewell County,wi
21949.0,126042.0,92931.0,39274.0,104764.0,56774.0,2019,17197,"Will County, Illinois",103382,47776,690743,10966520.0,3,Will County,mi
13887.0,58883.0,45131.0,19494.0,30875.0,16951.0,2019,17201,"Winnebago County, Illinois",70619,34387,282572,2900165.0,12,Winnebago County,wi
15012.0,68299.0,53653.0,28322.0,48664.0,23031.0,2019,18003,"Allen County, Indiana",70249,33912,379299,3961110.0,5,Allen County,mi
2319.0,7577.0,8725.0,4323.0,12561.0,8368.0,2019,18011,"Boone County, Indiana",88914,46492,67843,836270.0,1,Boone County,mi
11058.0,48765.0,24738.0,8449.0,18298.0,7777.0,2019,18039,"Elkhart County, Indiana",75244,30517,206341,1836155.0,19,Elkhart County,mi
2859.0,17161.0,9480.0,3083.0,5636.0,3705.0,2019,18053,"Grant County, Indiana",65468,30142,65769,562975.0,3,Grant County,mi
4184.0,30186.0,30667.0,14915.0,85573.0,54184.0,2019,18057,"Hamilton County, Indiana",125903,51908,338011,4219505.0,60,Hamilton County,fl
4182.0,34092.0,23093.0,9827.0,29419.0,13128.0,2019,18063,"Hendricks County, Indiana",96409,49602,170311,2190945.0,1,Hendricks County,mi
3339.0,19730.0,16456.0,4941.0,6814.0,3606.0,2019,18067,"Howard County, Indiana",65189,34019,82544,697360.0,1,Howard County,mi
5072.0,34376.0,21726.0,8777.0,23015.0,9915.0,2019,18081,"Johnson County, Indiana",89426,41346,158167,2210660.0,3,Johnson County,mi
4676.0,18857.0,9661.0,3553.0,9162.0,5485.0,2019,18085,"Kosciusko County, Indiana",72084,30651,79456,712445.0,3,Kosciusko County,mi
19768.0,119767.0,76745.0,26284.0,49359.0,25649.0,2019,18089,"Lake County, Indiana",72199,31682,485493,6368825.0,27744,Lake County,fl
6985.0,30369.0,15791.0,8427.0,9616.0,4262.0,2019,18091,"LaPorte County, Indiana",71066,31913,109888,1227290.0,2,LaPorte County,mi
7397.0,35135.0,19716.0,8622.0,10978.0,5879.0,2019,18095,"Madison County, Indiana",67712,33575,129569,1508845.0,40,Madison County,fl
54833.0,190148.0,117872.0,49861.0,127436.0,70469.0,2019,18097,"Marion County, Indiana",67242,35636,964582,10839050.0,25760,Marion County,fl
2986.0,20670.0,15357.0,5461.0,20000.0,19100.0,2019,18105,"Monroe County, Indiana",82201,27265,148431,1360145.0,6532,Monroe County,fl
3975.0,44467.0,22717.0,11546.0,20782.0,11667.0,2019,18127,"Porter County, Indiana",86168,45402,170389,2296370.0,6,Porter County,mi
13031.0,57334.0,34958.0,15037.0,32213.0,21664.0,2019,18141,"St. Joseph County, Indiana",70149,31477,271826,2667940.0,7,St. Joseph County,mi
6728.0,29562.0,18211.0,7845.0,23117.0,19674.0,2019,18157,"Tippecanoe County, Indiana",71821,27950,195732,1586320.0,2,Tippecanoe County,mi
8841.0,42621.0,24053.0,11750.0,23623.0,10667.0,2019,18163,"Vanderburgh County, Indiana",67232,31473,181451,1578275.0,1,Vanderburgh County,mi
4074.0,27384.0,16246.0,8761.0,16654.0,8655.0,2019,19013,"Black Hawk County, Iowa",80514,40218,131228,1024470.0,1,Black Hawk County,wi
1123.0,10459.0,8485.0,7100.0,23363.0,9735.0,2019,19049,"Dallas County, Iowa",110124,57046,93453,933420.0,1,Dallas County,wi
2434.0,22396.0,10216.0,7534.0,14179.0,7059.0,2019,19061,"Dubuque County, Iowa",78750,39167,97311,891845.0,2,Dubuque County,mi
3077.0,14207.0,14604.0,7210.0,25466.0,22547.0,2019,19103,"Johnson County, Iowa",98099,33380,151140,1484720.0,2,Johnson County,mi
6284.0,43136.0,29551.0,21359.0,34840.0,15940.0,2019,19113,"Linn County, Iowa",80428,41094,226706,2165140.0,1,Linn County,wi
13527.0,78084.0,68826.0,31659.0,86308.0,36292.0,2019,19153,"Polk County, Iowa",81970,45157,490161,4771930.0,53865,Polk County,fl
5684.0,32719.0,25763.0,13457.0,23597.0,14119.0,2019,19163,"Scott County, Iowa",84554,36178,172943,1498715.0,1,Scott County,wi
952.0,9246.0,10261.0,5690.0,15952.0,12276.0,2019,19169,"Story County, Iowa",99913,35346,97117,872670.0,1,Story County,wi
9301.0,61327.0,73448.0,29353.0,141825.0,87485.0,2019,20091,"Johnson County, Kansas",111665,56694,602401,6432440.0,1,Johnson County,mi
2492.0,15582.0,13559.0,4171.0,10855.0,6439.0,2019,20103,"Leavenworth County, Kansas",93439,34291,81758,851675.0,2,Leavenworth County,mi
898.0,6639.0,9422.0,3268.0,9382.0,7459.0,2019,20161,"Riley County, Kansas",73201,31727,74232,570265.0,3,Riley County,tx
20752.0,89109.0,80471.0,29527.0,68431.0,37434.0,2019,20173,"Sedgwick County, Kansas",78281,34621,516042,4852345.0,1,Sedgwick County,mi
10186.0,35185.0,20138.0,8886.0,13183.0,7766.0,2019,20209,"Wyandotte County, Kansas",56042,30019,165429,1547900.0,2,Wyandotte County,mi
3746.0,23168.0,21177.0,8420.0,18163.0,9716.0,2019,21015,"Boone County, Kentucky",93245,42162,133581,1612420.0,2,Boone County,NY
3560.0,11646.0,9979.0,4865.0,6351.0,2286.0,2019,21047,"Christian County, Kentucky",52828,37554,70461,419260.0,2,Christian County,tx
9352.0,44780.0,40585.0,15127.0,52172.0,42980.0,2019,21067,"Fayette County, Kentucky",82055,40100,323152,3250050.0,2,Fayette County,mi
30864.0,142555.0,114413.0,43559.0,112671.0,74403.0,2019,21111,"Jefferson County, Kentucky",75337,38250,766757,8035295.0,1449,Jefferson County,fl
6228.0,32953.0,22383.0,10559.0,22807.0,14275.0,2019,21117,"Kenton County, Kentucky",90817,45484,166998,2020300.0,1,Kenton County,NY
3736.0,17396.0,11322.0,4525.0,10689.0,8059.0,2019,21151,"Madison County, Kentucky",68429,21410,92987,1034455.0,16,Madison County,fl
2137.0,10631.0,9347.0,3643.0,11662.0,6893.0,2019,21185,"Oldham County, Kentucky",108185,42403,66799,715035.0,7,Oldham County,WA
4391.0,28221.0,22659.0,7036.0,11662.0,7219.0,2019,22015,"Bossier Parish, Louisiana",61595,29264,127039,1420030.0,1,Bossier Parish,tx
16971.0,55690.0,35701.0,11240.0,23652.0,15095.0,2019,22017,"Caddo Parish, Louisiana",58115,24466,240204,2019335.0,1,Caddo Parish,tx
4218.0,25890.0,13729.0,10439.0,12689.0,6345.0,2019,23001,"Androscoggin County, Maine",75183,40440,108277,1222600.0,3,Androscoggin County,tx
7328.0,45878.0,34150.0,16749.0,68042.0,40468.0,2019,23005,"Cumberland County, Maine",101075,48165,295003,3694160.0,1,Cumberland County,wi
7958.0,47707.0,29808.0,16801.0,30316.0,20038.0,2019,23031,"York County, Maine",85168,40642,207641,2783245.0,1,York County,NY
19676.0,93519.0,73959.0,28702.0,98858.0,76862.0,2019,24003,"Anne Arundel County, Maryland",116535,61743,579234,9222775.0,3,Anne Arundel County,mi
30172.0,146811.0,104858.0,43541.0,134304.0,100701.0,2019,24005,"Baltimore County, Maryland",96502,49712,827370,12086090.0,7,Baltimore County,mi
2138.0,20589.0,14887.0,5769.0,10458.0,9931.0,2019,24009,"Calvert County, Maryland",124633,56013,92525,2042535.0,4,Calvert County,NY
5456.0,25511.0,14844.0,6857.0,11675.0,6306.0,2019,24015,"Cecil County, Maryland",91368,34980,102855,1501785.0,1,Cecil County,nj
6127.0,43128.0,33596.0,13135.0,42016.0,32504.0,2019,24021,"Frederick County, Maryland",116728,60033,259547,4577415.0,1,Frederick County,NY
7002.0,45149.0,39567.0,16977.0,37547.0,28653.0,2019,24025,"Harford County, Maryland",109733,51226,255441,4096845.0,1,Harford County,mi
6862.0,29410.0,27663.0,10841.0,70938.0,71132.0,2019,24027,"Howard County, Maryland",148680,72346,325690,4705950.0,2,Howard County,mi
29564.0,104474.0,92150.0,39433.0,191773.0,228295.0,2019,24031,"Montgomery County, Maryland",135141,71314,1050688,18246405.0,1,Montgomery County,mi
38534.0,161056.0,127407.0,41401.0,119222.0,89664.0,2019,24033,"Prince George's County, Maryland",100654,59261,909327,17335525.0,2,Prince George's County,mi
4983.0,25220.0,11956.0,7588.0,14280.0,8718.0,2019,24037,"St. Mary's County, Maryland",102798,57151,113510,1675000.0,3,St. Mary's County,tx
9184.0,39492.0,23274.0,6675.0,13153.0,10727.0,2019,24043,"Washington County, Maryland",76075,29935,151049,2064300.0,250,Washington County,fl
40849.0,118267.0,80478.0,20230.0,73630.0,65410.0,2019,24510,"Baltimore city, Maryland",65518,37905,593490,8240960.0,13,Baltimore city,NY
25096.0,119682.0,69835.0,35043.0,80043.0,39946.0,2019,25005,"Bristol County, Massachusetts",90077,33718,565217,8207015.0,2,Bristol County,nj
2977.0,14502.0,8619.0,6140.0,10869.0,9024.0,2019,25011,"Franklin County, Massachusetts",82932,38336,70180,828680.0,684,Franklin County,fl
25406.0,106999.0,53587.0,28017.0,53301.0,35816.0,2019,25013,"Hampden County, Massachusetts",75745,33516,466372,5032555.0,1,Hampden County,tx
3825.0,18667.0,15250.0,8479.0,25530.0,27442.0,2019,25015,"Hampshire County, Massachusetts",99354,43430,160830,1881700.0,2,Hampshire County,NY
35922.0,216402.0,135451.0,65620.0,320544.0,330527.0,2019,25017,"Middlesex County, Massachusetts",136187,65229,1611699,26848840.0,3,Middlesex County,nj
16020.0,93366.0,65430.0,34008.0,142779.0,131479.0,2019,25021,"Norfolk County, Massachusetts",132217,57478,706775,12684105.0,7,Norfolk County,WA
27275.0,121115.0,73758.0,29191.0,145138.0,126638.0,2019,25025,"Suffolk County, Massachusetts",92491,61641,803907,14045520.0,4,Suffolk County,NY
29739.0,162680.0,102571.0,52148.0,126776.0,86627.0,2019,25027,"Worcester County, Massachusetts",100652,41953,830622,12062715.0,41,Worcester County,NY
4564.0,33720.0,15810.0,6004.0,14257.0,4991.0,2019,26005,"Allegan County, Michigan",75200,36116,118081,1211660.0,652,Allegan County,mi
4192.0,25717.0,19404.0,8323.0,11105.0,5072.0,2019,26017,"Bay County, Michigan",67327,32127,103126,1122680.0,4266,Bay County,fl
8141.0,29250.0,27248.0,11484.0,17084.0,11923.0,2019,26021,"Berrien County, Michigan",66322,30262,153401,1415925.0,312,Berrien County,mi
6594.0,34462.0,20974.0,9117.0,12104.0,6469.0,2019,26025,"Calhoun County, Michigan",66013,30238,134159,1239180.0,120,Calhoun County,fl
1424.0,14534.0,13291.0,5833.0,10857.0,7735.0,2019,26037,"Clinton County, Michigan",91372,32855,79595,989400.0,527,Clinton County,mi
2543.0,22542.0,19842.0,8847.0,14718.0,8147.0,2019,26045,"Eaton County, Michigan",83121,45944,110268,1175270.0,475,Eaton County,mi
20902.0,86307.0,76908.0,30220.0,37975.0,22484.0,2019,26049,"Genesee County, Michigan",64374,31113,405813,4198155.0,915,Genesee County,mi
2879.0,15157.0,16713.0,5899.0,17000.0,9517.0,2019,26055,"Grand Traverse County, Michigan",79611,42094,93088,1038300.0,194,Grand Traverse County,mi
6356.0,38313.0,41862.0,15386.0,40339.0,32332.0,2019,26065,"Ingham County, Michigan",74319,35336,292406,3005925.0,1064,Ingham County,mi
2355.0,13511.0,8852.0,3223.0,5644.0,5205.0,2019,26073,"Isabella County, Michigan",62795,24955,69872,644040.0,122,Isabella County,mi
7600.0,39897.0,25041.0,10045.0,17016.0,8550.0,2019,26075,"Jackson County, Michigan",75845,31064,158510,1575010.0,465,Jackson County,fl
7466.0,37992.0,37677.0,14332.0,37862.0,25669.0,2019,26077,"Kalamazoo County, Michigan",77904,34354,265066,2503315.0,914,Kalamazoo County,mi
20056.0,103697.0,100412.0,38524.0,104451.0,54393.0,2019,26081,"Kent County, Michigan",80671,40857,656955,6927320.0,1579,Kent County,mi
4099.0,21717.0,17661.0,5837.0,8014.0,4037.0,2019,26087,"Lapeer County, Michigan",78430,36155,87607,1328315.0,366,Lapeer County,mi
5024.0,24438.0,16017.0,7167.0,9466.0,5234.0,2019,26091,"Lenawee County, Michigan",63438,31958,98451,1159440.0,389,Lenawee County,mi
5676.0,36624.0,31318.0,13063.0,32818.0,15987.0,2019,26093,"Livingston County, Michigan",102339,46709,191995,3064830.0,1093,Livingston County,mi
35502.0,189992.0,149857.0,66800.0,99670.0,57841.0,2019,26099,"Macomb County, Michigan",79318,38665,873972,11824955.0,2093,Macomb County,mi
1587.0,13562.0,8984.0,4186.0,10726.0,4948.0,2019,26103,"Marquette County, Michigan",70511,34920,66699,582675.0,29,Marquette County,mi
2365.0,16896.0,10699.0,6361.0,12874.0,8402.0,2019,26111,"Midland County, Michigan",84768,34875,83156,866355.0,357,Midland County,mi
7246.0,34374.0,24083.0,12633.0,17703.0,8591.0,2019,26115,"Monroe County, Michigan",77207,36530,150500,1736115.0,7100,Monroe County,fl
6292.0,40666.0,29048.0,15077.0,16905.0,7879.0,2019,26121,"Muskegon County, Michigan",63502,28993,173566,1710450.0,248,Muskegon County,mi
29367.0,169373.0,171733.0,71333.0,249398.0,188674.0,2019,26125,"Oakland County, Michigan",106556,46949,1257584,16705190.0,8285,Oakland County,mi
8787.0,51523.0,37361.0,16335.0,43887.0,21583.0,2019,26139,"Ottawa County, Michigan",84638,39301,291830,2984400.0,859,Ottawa County,mi
10180.0,43829.0,31288.0,14855.0,18523.0,10413.0,2019,26145,"Saginaw County, Michigan",61301,31805,190539,1740980.0,347,Saginaw County,mi
7733.0,36229.0,29379.0,14106.0,16051.0,8630.0,2019,26147,"St. Clair County, Michigan",76262,34168,159128,1988290.0,176,St. Clair County,mi
2915.0,19209.0,11635.0,4932.0,6017.0,2696.0,2019,26155,"Shiawassee County, Michigan",67834,31008,68122,805985.0,299,Shiawassee County,mi
3622.0,16744.0,12392.0,5268.0,7591.0,4593.0,2019,26159,"Van Buren County, Michigan",72411,31599,75677,768775.0,380,Van Buren County,mi
7995.0,33141.0,42013.0,16744.0,60153.0,69970.0,2019,26161,"Washtenaw County, Michigan",105960,47835,367601,4355815.0,3773,Washtenaw County,mi
102762.0,371317.0,276597.0,96997.0,173534.0,123692.0,2019,26163,"Wayne County, Michigan",65526,32280,1749343,18757675.0,3554,Wayne County,mi
9212.0,66496.0,54468.0,31253.0,58285.0,20905.0,2019,27003,"Anoka County, Minnesota",99071,51898,356921,5188310.0,762,Anoka County,mn
1144.0,10409.0,8742.0,4242.0,9878.0,4435.0,2019,27013,"Blue Earth County, Minnesota",83908,40265,67653,617495.0,78,Blue Earth County,mn
2203.0,10474.0,11999.0,6518.0,24801.0,11138.0,2019,27019,"Carver County, Minnesota",117452,46274,105089,1319935.0,319,Carver County,mn
2084.0,14259.0,11645.0,6784.0,7495.0,4397.0,2019,27035,"Crow Wing County, Minnesota",73398,34115,65055,641990.0,1,Crow Wing County,mi
7113.0,61528.0,59120.0,33000.0,83473.0,40541.0,2019,27037,"Dakota County, Minnesota",109606,50569,429021,5500975.0,1,Dakota County,mi
24784.0,145356.0,158612.0,78228.0,286145.0,162033.0,2019,27053,"Hennepin County, Minnesota",110666,51724,1265843,15733735.0,1,Hennepin County,mi
2127.0,22424.0,16686.0,12469.0,26566.0,24384.0,2019,27109,"Olmsted County, Minnesota",101732,44741,158293,1447090.0,249,Olmsted County,mn
15611.0,80700.0,64794.0,32640.0,99412.0,60153.0,2019,27123,"Ramsey County, Minnesota",90653,44814,550321,6585170.0,1445,Ramsey County,mn
2116.0,12956.0,7758.0,5446.0,7994.0,5344.0,2019,27131,"Rice County, Minnesota",90504,40258,66972,712205.0,82,Rice County,mn
4865.0,36310.0,35131.0,17899.0,26874.0,14448.0,2019,27137,"St. Louis County, Minnesota",81808,34713,199070,1912155.0,129,St. Louis County,mn
3815.0,20015.0,19078.0,12273.0,28084.0,12148.0,2019,27139,"Scott County, Minnesota",125610,52175,149013,2069310.0,1,Scott County,mi
2276.0,19579.0,15758.0,8262.0,11990.0,4992.0,2019,27141,"Sherburne County, Minnesota",109993,60514,97238,1644795.0,108,Sherburne County,mn
3665.0,29311.0,21820.0,12311.0,18920.0,8339.0,2019,27145,"Stearns County, Minnesota",80251,43148,161075,1783670.0,83,Stearns County,mn
4161.0,37826.0,35597.0,17330.0,52444.0,29677.0,2019,27163,"Washington County, Minnesota",117505,51600,262440,3372355.0,230,Washington County,fl
2233.0,26236.0,19115.0,11029.0,20549.0,9889.0,2019,27171,"Wright County, Minnesota",112789,50829,138377,2253675.0,177,Wright County,mn
3837.0,13983.0,10628.0,5480.0,7129.0,4654.0,2019,28035,"Forrest County, Mississippi",48439,30825,74897,620185.0,1,Forrest County,wi
10297.0,41518.0,33552.0,15161.0,20723.0,11264.0,2019,28047,"Harrison County, Mississippi",60685,27301,208080,2002560.0,1,Harrison County,mi
6718.0,29817.0,25076.0,10782.0,15998.0,7559.0,2019,28059,"Jackson County, Mississippi",70273,31570,143617,1566790.0,225,Jackson County,fl
6588.0,14830.0,11442.0,6205.0,9296.0,4733.0,2019,28081,"Lee County, Mississippi",58511,31237,85436,804690.0,24871,Lee County,fl
3865.0,14407.0,11056.0,4604.0,21932.0,12521.0,2019,28089,"Madison County, Mississippi",89325,37793,106272,1204385.0,28,Madison County,fl
6159.0,49529.0,39119.0,16288.0,38089.0,16517.0,2019,29047,"Clay County, Missouri",86181,42959,249948,2970005.0,9207,Clay County,fl
4801.0,23797.0,18404.0,8543.0,9493.0,4925.0,2019,29071,"Franklin County, Missouri",75647,35587,103967,1261525.0,432,Franklin County,fl
9493.0,55861.0,48925.0,13566.0,37274.0,20735.0,2019,29077,"Greene County, Missouri",61831,27054,293086,2758075.0,1,Greene County,mi
29183.0,142213.0,106265.0,34920.0,97893.0,58492.0,2019,29095,"Jackson County, Missouri",75666,35556,703011,8013530.0,1185,Jackson County,fl
7345.0,26238.0,18665.0,4348.0,13425.0,5514.0,2019,29097,"Jasper County, Missouri",54013,30943,121328,910925.0,3,Jasper County,tx
12437.0,50369.0,37920.0,21335.0,19846.0,11225.0,2019,29099,"Jefferson County, Missouri",80184,35040,225081,3296475.0,609,Jefferson County,fl
31190.0,148663.0,137265.0,49582.0,176472.0,139849.0,2019,29189,"St. Louis County, Missouri",94569,40708,994205,11394230.0,21,St. Louis County,mi
15404.0,53754.0,45305.0,12051.0,44504.0,39549.0,2019,29510,"St. Louis city, Missouri",65317,34287,300576,3546260.0,2,St. Louis city,mi
2649.0,18396.0,13434.0,4833.0,9616.0,4359.0,2019,30013,"Cascade County, Montana",65397,28811,81366,612420.0,2,Cascade County,mt
2384.0,20571.0,17157.0,7313.0,19583.0,6922.0,2019,30029,"Flathead County, Montana",72205,37175,103806,879400.0,31,Flathead County,mt
973.0,13242.0,14909.0,4974.0,25925.0,12909.0,2019,30031,"Gallatin County, Montana",94184,50229,114434,1173500.0,13,Gallatin County,mt
