"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year,fips,geographic area name,median income (family),median income (nonfamily),total population,commute time,count,county,state
373.0,2502.0,1707.0,980.0,819.0,273.0,2017,27173,"Yellow Medicine County, Minnesota",66320,29804,9930,80565.0,4,Yellow Medicine County,mn
438.0,2384.0,1334.0,771.0,1004.0,313.0,2017,27089,"Marshall County, Minnesota",71580,31719,9397,102030.0,1,Marshall County,mn
1905.0,7950.0,6455.0,3423.0,4780.0,2730.0,2017,27007,"Beltrami County, Minnesota",57336,28188,45847,379740.0,8,Beltrami County,mn
1134.0,6645.0,4957.0,2505.0,3622.0,1559.0,2017,27119,"Polk County, Minnesota",77539,25994,31564,275490.0,8,Polk County,mn
301.0,2222.0,1318.0,856.0,1005.0,391.0,2017,27133,"Rock County, Minnesota",66165,30096,9433,85120.0,2,Rock County,mn
1725.0,8618.0,5419.0,1863.0,2016.0,901.0,2017,27115,"Pine County, Minnesota",58642,24972,29057,369470.0,5,Pine County,mn
522.0,4074.0,2192.0,1266.0,1271.0,425.0,2017,27143,"Sibley County, Minnesota",70478,33110,14888,178390.0,5,Sibley County,mn
632.0,3415.0,2515.0,1143.0,819.0,374.0,2017,27159,"Wadena County, Minnesota",55516,24477,13626,117750.0,5,Wadena County,mn
143.0,903.0,988.0,437.0,1059.0,636.0,2017,27031,"Cook County, Minnesota",61327,30603,5270,38030.0,1,Cook County,mn
904.0,4575.0,2725.0,1128.0,1086.0,581.0,2017,27065,"Kanabec County, Minnesota",60618,29531,15948,224440.0,5,Kanabec County,mn
486.0,3639.0,2351.0,976.0,1218.0,540.0,2017,27071,"Koochiching County, Minnesota",61463,24477,12776,88075.0,1,Koochiching County,mn
1371.0,8055.0,5083.0,2812.0,2652.0,1027.0,2017,27047,"Freeborn County, Minnesota",62146,30315,30619,270945.0,10,Freeborn County,mn
30577.0,145737.0,160020.0,73193.0,259301.0,148014.0,2017,27053,"Hennepin County, Minnesota",95062,44850,1224763,14651700.0,3,Hennepin County,or
1084.0,8573.0,5410.0,2625.0,4275.0,1745.0,2017,27147,"Steele County, Minnesota",76181,32896,36612,319985.0,21,Steele County,mn
185.0,1308.0,955.0,977.0,758.0,175.0,2017,27167,"Wilkin County, Minnesota",66890,23611,6398,56440.0,2,Wilkin County,mn
764.0,6508.0,3922.0,1988.0,2522.0,904.0,2017,27015,"Brown County, Minnesota",71962,30965,25243,188945.0,7,Brown County,mn
308.0,2940.0,2020.0,1047.0,1126.0,350.0,2017,27023,"Chippewa County, Minnesota",69028,32803,12040,88340.0,3,Chippewa County,mn
308.0,2548.0,1821.0,1293.0,1243.0,512.0,2017,27121,"Pope County, Minnesota",72881,31524,10932,94270.0,10,Pope County,mn
15891.0,75998.0,67541.0,29501.0,88453.0,59277.0,2017,27123,"Ramsey County, Minnesota",79433,38967,537893,6149270.0,650,Ramsey County,mn
111.0,1125.0,598.0,409.0,348.0,112.0,2017,27125,"Red Lake County, Minnesota",72976,30000,4017,42120.0,1,Red Lake County,mn
1202.0,9664.0,8370.0,5004.0,8955.0,3495.0,2017,27027,"Clay County, Minnesota",79041,30431,62040,585330.0,12,Clay County,mn
554.0,2229.0,1361.0,663.0,679.0,243.0,2017,27029,"Clearwater County, Minnesota",57981,25923,8824,87330.0,4,Clearwater County,mn
1644.0,7669.0,6888.0,4327.0,4382.0,2099.0,2017,27067,"Kandiyohi County, Minnesota",69086,33222,42577,370485.0,13,Kandiyohi County,mn
654.0,5443.0,3167.0,1702.0,2131.0,714.0,2017,27091,"Martin County, Minnesota",66775,29962,20084,159225.0,4,Martin County,mn
1338.0,4511.0,2755.0,1383.0,1401.0,623.0,2017,27105,"Nobles County, Minnesota",64000,26092,21854,160015.0,3,Nobles County,mn
473.0,3646.0,2833.0,1153.0,1524.0,483.0,2017,27135,"Roseau County, Minnesota",68042,32106,15537,131755.0,1,Roseau County,mn
3109.0,21030.0,19971.0,11732.0,25018.0,19105.0,2017,27109,"Olmsted County, Minnesota",90880,40126,151685,1336725.0,86,Olmsted County,mn
566.0,3031.0,1235.0,739.0,860.0,258.0,2017,27165,"Watonwan County, Minnesota",62911,32278,10936,94250.0,3,Watonwan County,mn
1328.0,8286.0,6579.0,3568.0,4289.0,1537.0,2017,27009,"Benton County, Minnesota",65295,30745,39360,445495.0,24,Benton County,mn
1395.0,12493.0,11435.0,7081.0,21349.0,8870.0,2017,27019,"Carver County, Minnesota",109974,45292,98799,1351555.0,121,Carver County,mn
747.0,5739.0,3703.0,2130.0,2180.0,838.0,2017,27093,"Meeker County, Minnesota",72210,30254,23105,266970.0,15,Meeker County,mn
1604.0,10221.0,8861.0,3921.0,5025.0,2342.0,2017,27061,"Itasca County, Minnesota",61216,27037,45237,431750.0,10,Itasca County,mn
1326.0,7095.0,5198.0,2273.0,3148.0,1372.0,2017,27021,"Cass County, Minnesota",57937,27964,28810,263070.0,14,Cass County,mn
178.0,1553.0,1138.0,969.0,1219.0,440.0,2017,27149,"Stevens County, Minnesota",80000,27581,9759,55890.0,3,Stevens County,mn
494.0,2371.0,1459.0,970.0,885.0,250.0,2017,27151,"Swift County, Minnesota",62705,28500,9448,76315.0,1,Swift County,mn
777.0,4774.0,3052.0,1378.0,1446.0,613.0,2017,27001,"Aitkin County, Minnesota",55774,26049,15841,152075.0,3,Aitkin County,mn
1348.0,10556.0,7668.0,4086.0,5524.0,2454.0,2017,27049,"Goodhue County, Minnesota",81779,31863,46138,536950.0,54,Goodhue County,mn
519.0,3953.0,2184.0,1234.0,1320.0,419.0,2017,27043,"Faribault County, Minnesota",63270,30090,13966,122800.0,4,Faribault County,mn
269.0,1822.0,968.0,558.0,637.0,163.0,2017,27107,"Norman County, Minnesota",63969,26833,6589,59640.0,2,Norman County,mn
542.0,4601.0,3057.0,1783.0,1875.0,747.0,2017,27161,"Waseca County, Minnesota",70860,31328,18898,181850.0,7,Waseca County,mn
3416.0,24108.0,21161.0,11042.0,17100.0,5985.0,2017,27171,"Wright County, Minnesota",89291,38140,131130,1983445.0,74,Wright County,mn
6594.0,38751.0,33234.0,16916.0,25965.0,12710.0,2017,27137,"St. Louis County, Minnesota",70347,29030,200294,1822950.0,36,St. Louis County,mn
1541.0,10547.0,8499.0,4637.0,8101.0,4160.0,2017,27013,"Blue Earth County, Minnesota",76766,29878,65767,593435.0,19,Blue Earth County,mn
765.0,5936.0,4510.0,2928.0,4683.0,2352.0,2017,27103,"Nicollet County, Minnesota",76934,34392,33477,291370.0,22,Nicollet County,mn
949.0,7770.0,5534.0,5014.0,4682.0,1938.0,2017,27041,"Douglas County, Minnesota",74767,31216,36891,311175.0,8,Douglas County,mn
230.0,1441.0,1006.0,683.0,595.0,190.0,2017,27051,"Grant County, Minnesota",62028,33690,5923,59680.0,7,Grant County,mn
131.0,1121.0,778.0,276.0,540.0,186.0,2017,27069,"Kittson County, Minnesota",68828,33988,4384,40610.0,1,Kittson County,mn
2396.0,16398.0,15564.0,7802.0,11807.0,4458.0,2017,27141,"Sherburne County, Minnesota",90244,47788,92024,1502490.0,38,Sherburne County,mn
1201.0,8791.0,5980.0,3057.0,3896.0,1399.0,2017,27017,"Carlton County, Minnesota",71867,30665,35408,348930.0,7,Carlton County,mn
712.0,5527.0,3298.0,2095.0,3231.0,1154.0,2017,27083,"Lyon County, Minnesota",73912,30466,25789,196225.0,5,Lyon County,mn
1075.0,6210.0,3648.0,2273.0,1836.0,600.0,2017,27153,"Todd County, Minnesota",59491,26921,24423,247680.0,10,Todd County,mn
1451.0,8687.0,5079.0,2881.0,2681.0,1051.0,2017,27097,"Morrison County, Minnesota",66250,25083,32880,408095.0,12,Morrison County,mn
1050.0,7358.0,5210.0,3144.0,3880.0,1632.0,2017,27005,"Becker County, Minnesota",67665,28963,33552,329400.0,11,Becker County,mn
462.0,3635.0,2211.0,1343.0,1423.0,396.0,2017,27113,"Pennington County, Minnesota",69025,31149,14197,103375.0,2,Pennington County,mn
2290.0,12856.0,8616.0,4777.0,6864.0,4165.0,2017,27131,"Rice County, Minnesota",77616,33841,65251,659955.0,47,Rice County,mn
1185.0,9126.0,5498.0,3694.0,3161.0,1295.0,2017,27085,"McLeod County, Minnesota",71911,35329,35816,412170.0,7,McLeod County,mn
785.0,4775.0,3452.0,1746.0,2717.0,1305.0,2017,27057,"Hubbard County, Minnesota",64808,27929,20743,190880.0,11,Hubbard County,mn
292.0,2229.0,1396.0,713.0,778.0,322.0,2017,27101,"Murray County, Minnesota",72966,31130,8394,77695.0,3,Murray County,mn
31870.0,133604.0,110599.0,33121.0,89255.0,50924.0,2017,29095,"Jackson County, Missouri",65171,32565,688554,7433075.0,1,Jackson County,mi
1964.0,8497.0,7417.0,2987.0,4860.0,2681.0,2017,29169,"Pulaski County, Missouri",61567,35343,53132,378675.0,1,Pulaski County,WA
22321.0,51142.0,47880.0,14513.0,41639.0,33469.0,2017,29510,"St. Louis city, Missouri",49555,30027,314867,3464285.0,1,St. Louis city,mi
5907.0,23336.0,16668.0,7330.0,9306.0,5005.0,2017,29071,"Franklin County, Missouri",65468,30503,102413,1352450.0,1,Franklin County,mi
11909.0,52679.0,47602.0,13551.0,35715.0,21098.0,2017,29077,"Greene County, Missouri",58210,27121,286759,2510960.0,3,Greene County,or
33085.0,147022.0,147852.0,52068.0,171204.0,123633.0,2017,29189,"St. Louis County, Missouri",81817,37895,999539,11225765.0,8,St. Louis County,mi
1466.0,7755.0,5509.0,1962.0,4123.0,1903.0,2017,30093,"Silver Bow County, Montana",58066,25252,34514,234515.0,1,Silver Bow County,mt
548.0,2534.0,1683.0,714.0,768.0,394.0,2017,30023,"Deer Lodge County, Montana",56574,22580,9131,59400.0,7,Deer Lodge County,mt
269.0,2382.0,2040.0,803.0,1963.0,810.0,2017,30043,"Jefferson County, Montana",78003,37264,11625,100100.0,2,Jefferson County,mt
173.0,787.0,577.0,192.0,373.0,227.0,2017,30039,"Granite County, Montana",55982,28438,3206,25215.0,5,Granite County,mt
232.0,1914.0,1473.0,567.0,1276.0,613.0,2017,30057,"Madison County, Montana",61178,30607,7902,70385.0,3,Madison County,mt
669.0,2664.0,1764.0,913.0,888.0,442.0,2017,30003,"Big Horn County, Montana",52075,32644,13290,77740.0,1,Big Horn County,mt
1327.0,5882.0,5344.0,1829.0,3318.0,1913.0,2017,30047,"Lake County, Montana",54886,23898,29518,207005.0,2,Lake County,mt
1563.0,11513.0,11459.0,3856.0,11201.0,6242.0,2017,30049,"Lewis and Clark County, Montana",75577,37276,66290,521800.0,7,Lewis and Clark County,mt
5481.0,32360.0,25484.0,8925.0,22324.0,9833.0,2017,30111,"Yellowstone County, Montana",72370,33958,156332,1391320.0,6,Yellowstone County,mt
2876.0,16127.0,17818.0,5698.0,19658.0,12496.0,2017,30063,"Missoula County, Montana",70883,29310,114231,1026705.0,2,Missoula County,WA
2033.0,9593.0,7258.0,2757.0,5102.0,2940.0,2017,30081,"Ravalli County, Montana",58633,24359,41387,356220.0,1,Ravalli County,mt
212.0,2063.0,1263.0,565.0,833.0,288.0,2017,30105,"Valley County, Montana",65383,26732,7561,53450.0,1,Valley County,mt
1389.0,12056.0,14546.0,4045.0,20309.0,10847.0,2017,30031,"Gallatin County, Montana",79430,34704,100733,915390.0,8,Gallatin County,mt
338.0,2229.0,2129.0,650.0,1680.0,807.0,2017,30009,"Carbon County, Montana",73071,31126,10466,120970.0,2,Carbon County,mt
3032.0,19676.0,17427.0,6995.0,13384.0,6307.0,2017,30029,"Flathead County, Montana",63685,29167,96147,817205.0,25,Flathead County,mt
1056.0,5120.0,3311.0,1411.0,2213.0,757.0,2017,30053,"Lincoln County, Montana",46971,21910,19249,103655.0,1,Lincoln County,mt
359.0,3816.0,2903.0,695.0,2771.0,1326.0,2017,30067,"Park County, Montana",66871,27448,16001,185140.0,2,Park County,mt
158.0,1356.0,1183.0,357.0,689.0,301.0,2017,30099,"Teton County, Montana",62377,30050,6040,46060.0,1,Teton County,mt
3137.0,17447.0,10562.0,5150.0,12183.0,12314.0,2017,33009,"Grafton County, New Hampshire",77742,36857,89280,924210.0,2,Grafton County,vt
1397.0,8949.0,11114.0,3899.0,6139.0,3670.0,2017,32005,"Douglas County, Nevada",71047,40745,47632,449180.0,3,Douglas County,or
15960.0,61587.0,40314.0,14056.0,53953.0,49772.0,2017,34021,"Mercer County, New Jersey",98965,42235,373362,4760810.0,1613,Mercer County,nj
3936.0,31745.0,20095.0,8896.0,23533.0,11218.0,2017,34037,"Sussex County, New Jersey",102430,51629,143570,2671510.0,10,Sussex County,NY
13236.0,41019.0,18578.0,6877.0,10464.0,4549.0,2017,34011,"Cumberland County, New Jersey",59927,26584,154952,1427575.0,173,Cumberland County,nj
40047.0,151827.0,91377.0,30651.0,109961.0,71957.0,2017,34013,"Essex County, New Jersey",74434,32422,800401,12076220.0,2,Essex County,NY
23339.0,139381.0,84567.0,31010.0,76806.0,38473.0,2017,34029,"Ocean County, New Jersey",82380,34795,589699,7217365.0,4,Ocean County,NY
15941.0,61797.0,36988.0,13077.0,33494.0,16288.0,2017,34001,"Atlantic County, New Jersey",70984,33901,272926,2955915.0,544,Atlantic County,nj
10264.0,67125.0,37199.0,17907.0,40959.0,20597.0,2017,34015,"Gloucester County, New Jersey",98313,40836,291372,4130995.0,609,Gloucester County,nj
29896.0,147854.0,86612.0,36252.0,142318.0,98366.0,2017,34023,"Middlesex County, New Jersey",99470,43859,837288,12799000.0,8,Middlesex County,NY
3689.0,16840.0,8256.0,4184.0,6440.0,2878.0,2017,34033,"Salem County, New Jersey",81487,34430,63776,723000.0,143,Salem County,nj
24897.0,106856.0,67786.0,25089.0,68485.0,39815.0,2017,34007,"Camden County, New Jersey",82357,35895,510996,6639960.0,1242,Camden County,nj
25858.0,116225.0,53861.0,17904.0,60664.0,30103.0,2017,34031,"Passaic County, New Jersey",75932,34548,510563,6266410.0,10,Passaic County,NY
4167.0,23086.0,13374.0,5128.0,14444.0,7443.0,2017,34009,"Cape May County, New Jersey",78624,34681,94549,916320.0,233,Cape May County,nj
26009.0,157643.0,95359.0,38048.0,196349.0,119571.0,2017,34003,"Bergen County, New Jersey",112099,47753,937920,14276810.0,1,Bergen County,mi
23538.0,110261.0,63160.0,22219.0,77535.0,50914.0,2017,34039,"Union County, New Jersey",86824,40305,557320,8128985.0,1,Union County,NY
4046.0,23732.0,14488.0,6327.0,15509.0,8335.0,2017,34041,"Warren County, New Jersey",92952,44456,107088,1804010.0,263,Warren County,nj
10466.0,73245.0,48149.0,22322.0,106554.0,76125.0,2017,34027,"Morris County, New Jersey",130058,57272,498847,7493945.0,3,Morris County,NY
33771.0,126237.0,65875.0,21961.0,118853.0,70614.0,2017,34017,"Hudson County, New Jersey",66601,50541,679756,12039410.0,22,Hudson County,NY
2714.0,19230.0,14095.0,5818.0,26800.0,18121.0,2017,34019,"Hunterdon County, New Jersey",136895,56916,125717,2007085.0,2,Hunterdon County,NY
13926.0,90581.0,59479.0,27444.0,74439.0,40856.0,2017,34005,"Burlington County, New Jersey",99356,47163,449192,6289245.0,4,Burlington County,mi
18525.0,107712.0,74232.0,31102.0,115874.0,76020.0,2017,34025,"Monmouth County, New Jersey",115075,46311,627551,9829840.0,3,Monmouth County,NY
6959.0,48614.0,32216.0,14152.0,66537.0,55850.0,2017,34035,"Somerset County, New Jersey",129444,54881,333316,5162085.0,10,Somerset County,NY
10151.0,50589.0,32704.0,23228.0,43162.0,39895.0,2017,36001,"Albany County, New York",90031,40386,308580,3072625.0,2,Albany County,vt
6796.0,32162.0,16619.0,11947.0,10576.0,8570.0,2017,36013,"Chautauqua County, New York",56408,26048,130846,947975.0,1305,Chautauqua County,NY
172583.0,460338.0,242978.0,111304.0,380135.0,249155.0,2017,36047,"Kings County, New York",60317,38446,2635121,48306160.0,8336,Kings County,NY
78081.0,156607.0,123952.0,48338.0,397987.0,366162.0,2017,36061,"New York County, New York",99245,68118,1653877,26366950.0,1,New York County,WA
2728.0,12383.0,6385.0,3936.0,5443.0,3148.0,2017,36107,"Tioga County, New York",72992,28634,49322,506205.0,1632,Tioga County,NY
2137.0,11464.0,5687.0,3958.0,3012.0,2991.0,2017,36003,"Allegany County, New York",55302,27748,47400,409800.0,665,Allegany County,NY
3770.0,12827.0,5524.0,4099.0,4380.0,3363.0,2017,36039,"Greene County, New York",69497,33058,47791,518715.0,820,Greene County,NY
353.0,1155.0,847.0,439.0,313.0,409.0,2017,36041,"Hamilton County, New York",64440,28958,4646,48045.0,126,Hamilton County,NY
3581.0,17553.0,8367.0,4783.0,5207.0,3649.0,2017,36115,"Washington County, New York",62333,28001,62183,703440.0,2,Washington County,vt
8932.0,40700.0,23958.0,16307.0,20371.0,16037.0,2017,36007,"Broome County, New York",65022,28244,196124,1629405.0,2981,Broome County,NY
5213.0,18110.0,10554.0,7487.0,7518.0,4935.0,2017,36011,"Cayuga County, New York",66728,32350,78319,801800.0,2695,Cayuga County,NY
4180.0,21015.0,9261.0,6669.0,5702.0,4366.0,2017,36009,"Cattaraugus County, New York",58073,26304,78175,700035.0,652,Cattaraugus County,NY
3408.0,12036.0,6582.0,4628.0,3460.0,2358.0,2017,36057,"Montgomery County, New York",58912,27611,49500,504380.0,842,Montgomery County,NY
40316.0,219372.0,145898.0,74251.0,229392.0,188711.0,2017,36059,"Nassau County, New York",123898,48182,1363069,23010950.0,1,Nassau County,WA
21536.0,103011.0,57246.0,25724.0,62620.0,42865.0,2017,36085,"Richmond County, New York",91262,35911,475948,8983815.0,4286,Richmond County,NY
5734.0,26084.0,12935.0,7836.0,8335.0,8338.0,2017,36089,"St. Lawrence County, New York",57668,28469,110817,855220.0,1151,St. Lawrence County,NY
4417.0,22578.0,12349.0,8450.0,8181.0,5704.0,2017,36117,"Wayne County, New York",64637,31541,91442,1022070.0,3987,Wayne County,NY
2657.0,11706.0,6449.0,2945.0,2874.0,1842.0,2017,36073,"Orleans County, New York",57601,31640,41584,407340.0,1070,Orleans County,NY
2925.0,14790.0,8014.0,5940.0,5226.0,3616.0,2017,36037,"Genesee County, New York",69370,30912,58537,621115.0,1096,Genesee County,NY
947.0,5699.0,2914.0,1708.0,2220.0,1755.0,2017,36123,"Yates County, New York",66467,28263,25083,223250.0,999,Yates County,NY
15924.0,71195.0,49182.0,24590.0,41214.0,29772.0,2017,36071,"Orange County, New York",90243,39210,378174,5549145.0,1,Orange County,mi
7089.0,39770.0,27372.0,18629.0,37413.0,27322.0,2017,36091,"Saratoga County, New York",94290,46559,226632,2777065.0,2,Saratoga County,vt
13841.0,45439.0,33875.0,16562.0,44992.0,37762.0,2017,36087,"Rockland County, New York",104232,47196,325027,4306380.0,5724,Rockland County,NY
3133.0,14109.0,7949.0,5057.0,7112.0,6663.0,2017,36021,"Columbia County, New York",76540,35846,61481,705345.0,1918,Columbia County,NY
38738.0,179951.0,118173.0,76413.0,117778.0,93578.0,2017,36029,"Erie County, New York",72128,32047,923995,9083350.0,6,Erie County,or
940.0,5073.0,2490.0,1351.0,1568.0,1341.0,2017,36097,"Schuyler County, New York",62778,30000,18112,193060.0,1292,Schuyler County,NY
2522.0,11947.0,7567.0,5651.0,13726.0,17889.0,2017,36109,"Tompkins County, New York",78504,31893,104415,854735.0,4311,Tompkins County,NY
2651.0,15652.0,8871.0,5222.0,7426.0,6529.0,2017,36113,"Warren County, New York",74196,35571,64701,697585.0,1416,Warren County,NY
3121.0,13451.0,6326.0,4135.0,3571.0,2874.0,2017,36017,"Chenango County, New York",60177,26866,48763,487240.0,426,Chenango County,NY
2072.0,10308.0,5134.0,4048.0,4460.0,3397.0,2017,36023,"Cortland County, New York",68114,31211,48334,460730.0,1163,Cortland County,NY
12997.0,53465.0,39236.0,21330.0,38896.0,31746.0,2017,36027,"Dutchess County, New York",94533,41841,295685,4293725.0,5791,Dutchess County,NY
33438.0,123741.0,88111.0,59801.0,105288.0,83730.0,2017,36055,"Monroe County, New York",72653,33986,748680,6923265.0,15888,Monroe County,NY
11698.0,53357.0,30332.0,18942.0,22777.0,15433.0,2017,36065,"Oneida County, New York",65284,30433,232324,1884275.0,2159,Oneida County,NY
1360.0,8436.0,2834.0,2246.0,1664.0,1322.0,2017,36049,"Lewis County, New York",61780,29756,26845,272690.0,565,Lewis County,NY
9579.0,52205.0,30445.0,18894.0,20569.0,14801.0,2017,36063,"Niagara County, New York",68737,29314,212675,2131040.0,2825,Niagara County,NY
3001.0,16389.0,8420.0,5739.0,7427.0,5477.0,2017,36053,"Madison County, New York",72052,34058,71760,732265.0,1544,Madison County,NY
6687.0,31537.0,18218.0,13650.0,18515.0,14366.0,2017,36093,"Schenectady County, New York",80122,36405,155239,1590500.0,2,Schenectady County,vt
4983.0,17732.0,9785.0,6091.0,7141.0,5297.0,2017,36105,"Sullivan County, New York",66652,30883,75783,929715.0,1233,Sullivan County,NY
38468.0,130493.0,94509.0,41298.0,159656.0,159217.0,2017,36119,"Westchester County, New York",114923,47495,975321,15128360.0,25819,Westchester County,NY
2999.0,12403.0,5320.0,4066.0,3997.0,3135.0,2017,36025,"Delaware County, New York",60571,25890,45950,443575.0,913,Delaware County,NY
1770.0,9615.0,5827.0,3082.0,4186.0,3518.0,2017,36031,"Essex County, New York",69386,32305,38233,351050.0,866,Essex County,NY
5222.0,24512.0,16783.0,8950.0,9044.0,6609.0,2017,36045,"Jefferson County, New York",59488,31052,116567,889415.0,934,Jefferson County,NY
1768.0,8205.0,3916.0,2759.0,2825.0,1970.0,2017,36095,"Schoharie County, New York",64716,31112,31611,388985.0,580,Schoharie County,NY
129618.0,256066.0,162270.0,65180.0,115670.0,63879.0,2017,36005,"Bronx County, New York",41484,22827,1455846,24724415.0,3327,Bronx County,NY
19956.0,80811.0,57288.0,38500.0,62078.0,48689.0,2017,36067,"Onondaga County, New York",74968,34443,467669,4230360.0,6876,Onondaga County,NY
3767.0,13794.0,7729.0,5256.0,3778.0,3052.0,2017,36035,"Fulton County, New York",59367,30172,53955,578840.0,944,Fulton County,NY
4780.0,20454.0,9846.0,5481.0,6200.0,5854.0,2017,36019,"Clinton County, New York",66726,31513,81224,675125.0,1296,Clinton County,NY
2319.0,8802.0,4524.0,2951.0,2962.0,2134.0,2017,36099,"Seneca County, New York",65674,31117,34843,324845.0,1020,Seneca County,NY
54495.0,292373.0,181590.0,94513.0,196946.0,163250.0,2017,36103,"Suffolk County, New York",108519,46231,1497595,22527725.0,49465,Suffolk County,NY
8278.0,39462.0,24219.0,13181.0,22291.0,18400.0,2017,36111,"Ulster County, New York",77336,34852,180129,2230395.0,4788,Ulster County,NY
