id,geographic area name,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year
0500000US39169,"Wayne County, Ohio",5971,30778,12002,5181,9971,5952,2015
0500000US39171,"Williams County, Ohio",2111,11743,5327,2372,2398,1192,2015
0500000US39173,"Wood County, Ohio",3562,24795,16816,8192,14279,10344,2015
0500000US39175,"Wyandot County, Ohio",1037,7453,2764,1521,1495,687,2015
0500000US40001,"Adair County, Oklahoma",1984,6086,2576,652,1426,540,2015
0500000US40003,"Alfalfa County, Oklahoma",352,1749,963,219,634,234,2015
0500000US40005,"Atoka County, Oklahoma",1228,3913,2138,454,924,416,2015
0500000US40007,"Beaver County, Oklahoma",298,1393,744,177,539,206,2015
0500000US40009,"Beckham County, Oklahoma",1566,6169,2962,897,1764,916,2015
0500000US40011,"Blaine County, Oklahoma",619,2673,1604,415,828,277,2015
0500000US40013,"Bryan County, Oklahoma",3198,9689,6941,1590,3911,2327,2015
0500000US40015,"Caddo County, Oklahoma",2147,8027,4492,867,2208,870,2015
0500000US40017,"Canadian County, Oklahoma",4916,24223,22896,7556,15388,5725,2015
0500000US40019,"Carter County, Oklahoma",3195,12723,6948,1853,4018,2008,2015
0500000US40021,"Cherokee County, Oklahoma",2908,9262,7342,1594,4438,2820,2015
0500000US40023,"Choctaw County, Oklahoma",1428,4102,2114,635,958,394,2015
0500000US40025,"Cimarron County, Oklahoma",91,601,401,78,254,62,2015
0500000US40027,"Cleveland County, Oklahoma",10543,44619,43027,13459,31962,20201,2015
0500000US40029,"Coal County, Oklahoma",445,1668,848,136,366,210,2015
0500000US40031,"Comanche County, Oklahoma",6081,25863,22003,5467,10963,5233,2015
0500000US40033,"Cotton County, Oklahoma",461,1704,982,216,501,144,2015
0500000US40035,"Craig County, Oklahoma",1079,4131,2268,847,1015,411,2015
0500000US40037,"Creek County, Oklahoma",5267,19119,11253,3281,5005,2160,2015
0500000US40039,"Custer County, Oklahoma",1217,5965,3134,988,3101,1461,2015
0500000US40041,"Delaware County, Oklahoma",3423,10989,7161,1949,3434,1523,2015
0500000US40043,"Dewey County, Oklahoma",271,1378,672,167,573,137,2015
0500000US40045,"Ellis County, Oklahoma",254,1076,702,130,454,177,2015
0500000US40047,"Garfield County, Oklahoma",3602,14510,9094,2806,5899,2935,2015
0500000US40049,"Garvin County, Oklahoma",1978,7994,4057,694,1851,942,2015
0500000US40051,"Grady County, Oklahoma",3492,13500,9313,1962,4542,1755,2015
0500000US40053,"Grant County, Oklahoma",236,1133,743,251,565,177,2015
0500000US40055,"Greer County, Oklahoma",576,1666,1169,372,449,141,2015
0500000US40057,"Harmon County, Oklahoma",204,519,447,136,302,142,2015
0500000US40059,"Harper County, Oklahoma",203,983,549,61,336,192,2015
0500000US40061,"Haskell County, Oklahoma",1329,3363,1732,759,754,246,2015
0500000US40063,"Hughes County, Oklahoma",1393,3674,2346,482,794,383,2015
0500000US40065,"Jackson County, Oklahoma",1283,4502,4134,1722,2114,1140,2015
0500000US40067,"Jefferson County, Oklahoma",440,1930,1035,174,366,138,2015
0500000US40069,"Johnston County, Oklahoma",877,2654,1555,710,759,441,2015
0500000US40071,"Kay County, Oklahoma",2910,10228,7081,3139,3907,1631,2015
0500000US40073,"Kingfisher County, Oklahoma",845,3633,2510,653,1369,614,2015
0500000US40075,"Kiowa County, Oklahoma",648,2247,1595,426,855,360,2015
0500000US40077,"Latimer County, Oklahoma",905,2476,1553,969,604,402,2015
0500000US40079,"Le Flore County, Oklahoma",4010,13360,6425,2906,2843,1797,2015
0500000US40081,"Lincoln County, Oklahoma",2775,9211,5695,1701,2113,1010,2015
0500000US40083,"Logan County, Oklahoma",1936,10202,6626,2219,5239,2484,2015
0500000US40085,"Love County, Oklahoma",609,2717,1416,341,655,252,2015
0500000US40087,"McClain County, Oklahoma",1957,8340,5670,1600,4003,1392,2015
0500000US40089,"McCurtain County, Oklahoma",2736,9038,4310,1347,2003,909,2015
0500000US40091,"McIntosh County, Oklahoma",1779,5581,3463,1083,1357,667,2015
0500000US40093,"Major County, Oklahoma",407,2157,1246,293,664,210,2015
0500000US40095,"Marshall County, Oklahoma",1354,3854,2810,611,912,559,2015
0500000US40097,"Mayes County, Oklahoma",2741,10288,6994,1885,3113,1358,2015
0500000US40099,"Murray County, Oklahoma",1265,3664,1689,453,1239,647,2015
0500000US40101,"Muskogee County, Oklahoma",5141,16665,10494,3871,6162,2423,2015
0500000US40103,"Noble County, Oklahoma",629,2776,1780,621,1339,443,2015
0500000US40105,"Nowata County, Oklahoma",654,3040,1548,562,722,273,2015
0500000US40107,"Okfuskee County, Oklahoma",1227,3088,1850,681,635,370,2015
0500000US40109,"Oklahoma County, Oklahoma",39589,123339,116981,30923,96481,52753,2015
0500000US40111,"Okmulgee County, Oklahoma",2447,9616,6149,2854,2752,1201,2015
0500000US40113,"Osage County, Oklahoma",3092,13886,6983,2790,3715,1634,2015
0500000US40115,"Ottawa County, Oklahoma",2338,7594,4861,2167,1882,971,2015
0500000US40117,"Pawnee County, Oklahoma",998,4763,2383,811,1337,519,2015
0500000US40119,"Payne County, Oklahoma",2477,11638,9402,2092,8953,6742,2015
0500000US40121,"Pittsburg County, Oklahoma",3334,11408,7537,2696,3399,1679,2015
0500000US40123,"Pontotoc County, Oklahoma",2056,8153,5528,1131,4063,2526,2015
0500000US40125,"Pottawatomie County, Oklahoma",4426,16493,12276,3228,5875,2507,2015
0500000US40127,"Pushmataha County, Oklahoma",944,3107,1814,457,668,379,2015
0500000US40129,"Roger Mills County, Oklahoma",163,1019,600,182,381,143,2015
0500000US40131,"Rogers County, Oklahoma",3524,19544,14799,5607,9916,3858,2015
0500000US40133,"Seminole County, Oklahoma",1977,6037,4290,1284,1479,811,2015
0500000US40135,"Sequoyah County, Oklahoma",3460,11063,6134,1942,2643,1136,2015
0500000US40137,"Stephens County, Oklahoma",3227,11857,7549,1430,3897,1384,2015
0500000US40139,"Texas County, Oklahoma",1483,3700,2417,480,1947,540,2015
0500000US40141,"Tillman County, Oklahoma",695,1872,1002,251,621,254,2015
0500000US40143,"Tulsa County, Oklahoma",28898,104816,97545,34708,83808,39334,2015
0500000US40145,"Wagoner County, Oklahoma",3706,17728,12277,4040,8137,2804,2015
0500000US40147,"Washington County, Oklahoma",2727,11909,7684,2693,6528,2955,2015
0500000US40149,"Washita County, Oklahoma",659,3098,1615,473,1165,383,2015
0500000US40151,"Woods County, Oklahoma",455,1914,1351,210,969,584,2015
0500000US40153,"Woodward County, Oklahoma",1282,5472,3409,569,1643,859,2015
0500000US41001,"Baker County, Oregon",996,3754,3394,983,1546,886,2015
0500000US41003,"Benton County, Oregon",1730,7751,10599,3594,15099,12424,2015
0500000US41005,"Clackamas County, Oregon",12323,63513,75028,23740,58141,31247,2015
0500000US41007,"Clatsop County, Oregon",1698,7064,8575,2522,3927,2414,2015
0500000US41009,"Columbia County, Oregon",2548,11672,10095,2931,4279,2012,2015
0500000US41011,"Coos County, Oregon",3919,15116,13664,4029,5305,3195,2015
0500000US41013,"Crook County, Oregon",1366,5879,3930,1343,1642,767,2015
0500000US41015,"Curry County, Oregon",1198,4884,5375,1493,2593,1553,2015
0500000US41017,"Deschutes County, Oregon",5567,27062,33966,11086,24494,14049,2015
0500000US41019,"Douglas County, Oregon",6507,25133,24802,7272,7890,4420,2015
0500000US41021,"Gilliam County, Oregon",85,532,370,115,139,78,2015
0500000US41023,"Grant County, Oregon",440,1777,1439,619,593,456,2015
0500000US41025,"Harney County, Oregon",379,1747,1384,509,504,373,2015
0500000US41027,"Hood River County, Oregon",1147,3908,2688,946,3210,1632,2015
0500000US41029,"Jackson County, Oregon",10914,40327,41472,11185,23319,14321,2015
0500000US41031,"Jefferson County, Oregon",1640,4360,4114,1580,1670,691,2015
0500000US41033,"Josephine County, Oregon",5090,19633,18799,5763,6300,3925,2015
0500000US41035,"Klamath County, Oregon",3922,13662,12744,4807,5767,3256,2015
0500000US41037,"Lake County, Oregon",761,1958,1405,550,710,329,2015
0500000US41039,"Lane County, Oregon",14742,60206,70300,20705,41452,27029,2015
0500000US41041,"Lincoln County, Oregon",2871,9922,10085,2982,4954,3409,2015
0500000US41043,"Linn County, Oregon",6353,25103,24918,8449,9734,4280,2015
0500000US41045,"Malheur County, Oregon",2052,5950,5665,1594,1873,871,2015
0500000US41047,"Marion County, Oregon",16260,56798,56690,16749,30275,15820,2015
0500000US41049,"Morrow County, Oregon",935,2504,1616,512,557,189,2015
0500000US41051,"Multnomah County, Oregon",29726,100675,127004,40698,137230,89185,2015
0500000US41053,"Polk County, Oregon",2785,13150,12872,4354,8879,5575,2015
0500000US41055,"Sherman County, Oregon",87,482,388,110,167,60,2015
0500000US41057,"Tillamook County, Oregon",1237,6550,5234,1167,2541,1437,2015
0500000US41059,"Umatilla County, Oregon",4383,14375,13623,5156,4993,3081,2015
0500000US41061,"Union County, Oregon",842,5704,4824,1285,2600,1359,2015
0500000US41063,"Wallowa County, Oregon",224,1746,1368,534,736,547,2015
0500000US41065,"Wasco County, Oregon",1350,5012,4705,1925,2057,1231,2015
0500000US41067,"Washington County, Oregon",18075,70985,83523,32269,97406,54765,2015
0500000US41069,"Wheeler County, Oregon",95,397,328,87,118,52,2015
0500000US41071,"Yamhill County, Oregon",4825,19828,17621,5249,9934,5505,2015
0500000US42001,"Adams County, Pennsylvania",5581,29522,11250,5450,8832,6406,2015
0500000US42003,"Allegheny County, Pennsylvania",40198,261699,145703,82055,193560,137715,2015
0500000US42005,"Armstrong County, Pennsylvania",3921,24543,7752,4426,5225,2207,2015
0500000US42007,"Beaver County, Pennsylvania",7072,48024,22492,14016,18804,9201,2015
0500000US42009,"Bedford County, Pennsylvania",3575,17965,4998,2664,3019,1739,2015
0500000US42011,"Berks County, Pennsylvania",26049,106502,43468,21680,41967,22220,2015
0500000US42013,"Blair County, Pennsylvania",6313,42790,12901,7394,11678,5699,2015
0500000US42015,"Bradford County, Pennsylvania",3741,21041,6276,3724,5112,2615,2015
0500000US42017,"Bucks County, Pennsylvania",20996,135166,78110,33843,100389,64612,2015
0500000US42019,"Butler County, Pennsylvania",6651,45160,21305,12129,27273,14532,2015
0500000US42021,"Cambria County, Pennsylvania",6991,45967,14893,9189,11963,6964,2015
0500000US42023,"Cameron County, Pennsylvania",297,1790,579,344,430,148,2015
0500000US42025,"Carbon County, Pennsylvania",4124,21814,8019,4736,4546,2746,2015
0500000US42027,"Centre County, Pennsylvania",4136,28925,11479,6978,19843,18028,2015
0500000US42029,"Chester County, Pennsylvania",14002,79358,49076,20784,100394,67833,2015
