id,geographic area name,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year
0500000US27109,"Olmsted County, Minnesota",2992,20751,20125,12032,24599,17893,2016
0500000US27111,"Otter Tail County, Minnesota",2182,12608,9746,5471,6942,2950,2016
0500000US27113,"Pennington County, Minnesota",520,3492,2395,1296,1268,417,2016
0500000US27115,"Pine County, Minnesota",1751,8693,5270,1888,2049,853,2016
0500000US27117,"Pipestone County, Minnesota",479,2197,1330,658,970,287,2016
0500000US27119,"Polk County, Minnesota",1097,6493,5120,2485,3503,1505,2016
0500000US27121,"Pope County, Minnesota",320,2679,1781,1185,1285,501,2016
0500000US27123,"Ramsey County, Minnesota",15554,76483,67757,28252,86357,57132,2016
0500000US27125,"Red Lake County, Minnesota",142,1142,620,388,319,100,2016
0500000US27127,"Redwood County, Minnesota",720,3996,2373,1135,1447,447,2016
0500000US27129,"Renville County, Minnesota",701,3786,2681,1299,1216,339,2016
0500000US27131,"Rice County, Minnesota",2422,12808,8408,4610,6952,4243,2016
0500000US27133,"Rock County, Minnesota",311,2466,1207,840,969,366,2016
0500000US27135,"Roseau County, Minnesota",530,3772,2675,1162,1441,517,2016
0500000US27137,"St. Louis County, Minnesota",6736,39680,33241,16530,25281,12469,2016
0500000US27139,"Scott County, Minnesota",2560,20509,18389,11020,25268,9329,2016
0500000US27141,"Sherburne County, Minnesota",2413,15898,15743,7969,11239,4381,2016
0500000US27143,"Sibley County, Minnesota",533,4115,2162,1203,1301,413,2016
0500000US27145,"Stearns County, Minnesota",3813,28170,21538,12752,16838,7670,2016
0500000US27147,"Steele County, Minnesota",1133,8695,5361,2433,4432,1614,2016
0500000US27149,"Stevens County, Minnesota",182,1530,1179,918,1158,452,2016
0500000US27151,"Swift County, Minnesota",500,2368,1480,914,891,265,2016
0500000US27153,"Todd County, Minnesota",970,6088,3677,2252,1845,702,2016
0500000US27155,"Traverse County, Minnesota",108,896,550,359,326,125,2016
0500000US27157,"Wabasha County, Minnesota",681,5588,3557,1682,2204,992,2016
0500000US27159,"Wadena County, Minnesota",606,3580,2324,1244,831,386,2016
0500000US27161,"Waseca County, Minnesota",662,4767,3099,1624,1962,652,2016
0500000US27163,"Washington County, Minnesota",4212,35885,35060,18341,45894,24485,2016
0500000US27165,"Watonwan County, Minnesota",498,3024,1343,725,947,267,2016
0500000US27167,"Wilkin County, Minnesota",204,1362,1025,902,779,209,2016
0500000US27169,"Winona County, Minnesota",1451,9052,6952,3615,5943,3142,2016
0500000US27171,"Wright County, Minnesota",3374,23943,21052,11136,16515,5748,2016
0500000US27173,"Yellow Medicine County, Minnesota",361,2580,1727,901,880,257,2016
0500000US28001,"Adams County, Mississippi",2216,7634,4591,1664,2502,1503,2016
0500000US28003,"Alcorn County, Mississippi",2871,8794,5391,2147,2560,1609,2016
0500000US28005,"Amite County, Mississippi",1366,3523,1676,754,663,464,2016
0500000US28007,"Attala County, Mississippi",1883,3757,2948,1138,1141,725,2016
0500000US28009,"Benton County, Mississippi",859,2105,1208,399,375,281,2016
0500000US28011,"Bolivar County, Mississippi",3189,5371,4689,1321,2878,1708,2016
0500000US28013,"Calhoun County, Mississippi",1539,3388,2095,818,603,479,2016
0500000US28015,"Carroll County, Mississippi",910,2611,1345,750,716,458,2016
0500000US28017,"Chickasaw County, Mississippi",1893,4182,2087,749,941,307,2016
0500000US28019,"Choctaw County, Mississippi",545,2058,1284,425,545,334,2016
0500000US28021,"Claiborne County, Mississippi",746,1520,1143,416,549,465,2016
0500000US28023,"Clarke County, Mississippi",1674,3979,2394,968,1035,529,2016
0500000US28025,"Clay County, Mississippi",2054,4304,2637,1081,1608,928,2016
0500000US28027,"Coahoma County, Mississippi",1984,4002,3492,1663,1816,800,2016
0500000US28029,"Copiah County, Mississippi",2604,5920,4176,2107,1770,645,2016
0500000US28031,"Covington County, Mississippi",1842,4881,2567,872,970,877,2016
0500000US28033,"DeSoto County, Mississippi",8353,32211,29865,10847,17748,7876,2016
0500000US28035,"Forrest County, Mississippi",4346,13298,10760,4145,6695,5274,2016
0500000US28037,"Franklin County, Mississippi",569,2025,1184,388,583,306,2016
0500000US28039,"George County, Mississippi",2164,6060,3008,1108,1298,684,2016
0500000US28041,"Greene County, Mississippi",1841,3652,2376,680,558,222,2016
0500000US28043,"Grenada County, Mississippi",2010,4231,3401,1126,1579,859,2016
0500000US28045,"Hancock County, Mississippi",3688,9071,8630,2569,4182,2516,2016
0500000US28047,"Harrison County, Mississippi",11432,38327,33558,12411,17647,10285,2016
0500000US28049,"Hinds County, Mississippi",15094,38652,38649,12655,25244,18057,2016
0500000US28051,"Holmes County, Mississippi",1572,4531,1910,577,889,409,2016
0500000US28053,"Humphreys County, Mississippi",1274,1537,1079,248,476,302,2016
0500000US28055,"Issaquena County, Mississippi",208,363,214,29,50,45,2016
0500000US28057,"Itawamba County, Mississippi",2571,4684,3699,1427,1358,699,2016
0500000US28059,"Jackson County, Mississippi",7558,29508,23574,10367,11707,7607,2016
0500000US28061,"Jasper County, Mississippi",1486,4243,2447,1144,987,552,2016
0500000US28063,"Jefferson County, Mississippi",614,1776,897,324,340,540,2016
0500000US28065,"Jefferson Davis County, Mississippi",1178,3101,1578,651,767,424,2016
0500000US28067,"Jones County, Mississippi",5281,13110,9978,4558,4665,3724,2016
0500000US28069,"Kemper County, Mississippi",1067,2109,1854,586,515,265,2016
0500000US28071,"Lafayette County, Mississippi",2185,6157,6465,2022,6752,4974,2016
0500000US28073,"Lamar County, Mississippi",2007,9312,8819,3149,9062,5103,2016
0500000US28075,"Lauderdale County, Mississippi",4752,16354,12952,5734,6469,3595,2016
0500000US28077,"Lawrence County, Mississippi",1270,3029,1628,878,777,370,2016
0500000US28079,"Leake County, Mississippi",2019,5340,2870,1111,1253,520,2016
0500000US28081,"Lee County, Mississippi",6518,14982,13528,5240,8267,4658,2016
0500000US28083,"Leflore County, Mississippi",2261,6244,3897,715,2210,1262,2016
0500000US28085,"Lincoln County, Mississippi",2164,8614,5118,2611,2037,1363,2016
0500000US28087,"Lowndes County, Mississippi",3933,11916,8784,3597,5574,3243,2016
0500000US28089,"Madison County, Mississippi",4364,10926,13959,5008,17618,12940,2016
0500000US28091,"Marion County, Mississippi",2667,6480,3164,1681,1416,802,2016
0500000US28093,"Marshall County, Mississippi",3522,9482,5480,1052,2206,988,2016
0500000US28095,"Monroe County, Mississippi",2972,8563,4852,2054,2726,1099,2016
0500000US28097,"Montgomery County, Mississippi",1085,2354,1157,458,842,444,2016
0500000US28099,"Neshoba County, Mississippi",2833,6188,4066,1721,1884,794,2016
0500000US28101,"Newton County, Mississippi",1563,4122,3685,1555,1429,754,2016
0500000US28103,"Noxubee County, Mississippi",1450,2326,1136,495,672,383,2016
0500000US28105,"Oktibbeha County, Mississippi",2234,5119,4193,1845,5321,5136,2016
0500000US28107,"Panola County, Mississippi",3127,8162,4126,1974,2324,1145,2016
0500000US28109,"Pearl River County, Mississippi",3874,11239,10173,4312,3770,1487,2016
0500000US28111,"Perry County, Mississippi",1117,3215,1914,822,549,198,2016
0500000US28113,"Pike County, Mississippi",3565,8402,5535,2265,2523,1474,2016
0500000US28115,"Pontotoc County, Mississippi",2823,6693,4047,1618,2059,877,2016
0500000US28117,"Prentiss County, Mississippi",2799,5320,3733,1739,1221,783,2016
0500000US28119,"Quitman County, Mississippi",920,1568,824,357,470,180,2016
0500000US28121,"Rankin County, Mississippi",7118,27440,23523,9611,19007,10667,2016
0500000US28123,"Scott County, Mississippi",3181,6312,3259,1514,1506,636,2016
0500000US28125,"Sharkey County, Mississippi",541,863,677,160,438,141,2016
0500000US28127,"Simpson County, Mississippi",2287,6857,3764,1616,1498,808,2016
0500000US28129,"Smith County, Mississippi",1261,4627,2183,658,756,530,2016
0500000US28131,"Stone County, Mississippi",1456,4282,2840,1075,1244,425,2016
0500000US28133,"Sunflower County, Mississippi",3191,5295,3913,1221,1710,815,2016
0500000US28135,"Tallahatchie County, Mississippi",2209,3363,1758,789,636,267,2016
0500000US28137,"Tate County, Mississippi",2470,5176,4566,1862,1920,1027,2016
0500000US28139,"Tippah County, Mississippi",1893,4924,3122,1158,1270,708,2016
0500000US28141,"Tishomingo County, Mississippi",2102,5460,2403,1372,1002,482,2016
0500000US28143,"Tunica County, Mississippi",885,1933,1302,484,826,368,2016
0500000US28145,"Union County, Mississippi",2839,5881,3778,1614,1592,1284,2016
0500000US28147,"Walthall County, Mississippi",1575,4250,1571,817,566,391,2016
0500000US28149,"Warren County, Mississippi",2960,10190,7183,2623,4394,3103,2016
0500000US28151,"Washington County, Mississippi",4502,9422,6717,2033,3790,1974,2016
0500000US28153,"Wayne County, Mississippi",2141,5099,2514,1062,936,630,2016
0500000US28155,"Webster County, Mississippi",624,2419,1513,611,870,391,2016
0500000US28157,"Wilkinson County, Mississippi",1254,2500,841,254,589,243,2016
0500000US28159,"Winston County, Mississippi",1921,4243,2427,1059,1500,695,2016
0500000US28161,"Yalobusha County, Mississippi",1194,3118,1788,555,693,455,2016
0500000US28163,"Yazoo County, Mississippi",2870,7143,3684,1016,1481,906,2016
0500000US29001,"Adair County, Missouri",861,4755,2487,844,2114,2039,2016
0500000US29003,"Andrew County, Missouri",735,4610,2663,725,1865,1014,2016
0500000US29005,"Atchison County, Missouri",245,1625,762,284,666,215,2016
0500000US29007,"Audrain County, Missouri",1840,8195,3355,1149,1419,805,2016
0500000US29009,"Barry County, Missouri",2657,10420,5037,1635,2111,1052,2016
0500000US29011,"Barton County, Missouri",604,3443,1823,544,913,325,2016
0500000US29013,"Bates County, Missouri",1199,5031,2396,674,942,618,2016
0500000US29015,"Benton County, Missouri",1471,6420,3277,1083,1035,496,2016
0500000US29017,"Bollinger County, Missouri",1209,3956,1607,396,562,250,2016
0500000US29019,"Boone County, Missouri",4294,20754,19839,7109,26549,20985,2016
0500000US29021,"Buchanan County, Missouri",5088,21794,14758,3345,8257,3996,2016
0500000US29023,"Butler County, Missouri",3419,10725,6522,2495,2805,1753,2016
0500000US29025,"Caldwell County, Missouri",434,2735,1291,462,826,285,2016
0500000US29027,"Callaway County, Missouri",2924,11217,5958,2389,4175,1964,2016
0500000US29029,"Camden County, Missouri",2740,11926,7327,2756,4458,2556,2016
0500000US29031,"Cape Girardeau County, Missouri",3379,15939,11441,2808,9417,5529,2016
0500000US29033,"Carroll County, Missouri",562,2847,1102,337,655,427,2016
0500000US29035,"Carter County, Missouri",562,1406,1163,307,354,162,2016
0500000US29037,"Cass County, Missouri",3766,23446,16865,5310,11052,6115,2016
0500000US29039,"Cedar County, Missouri",918,3935,2162,631,950,486,2016
0500000US29041,"Chariton County, Missouri",463,2653,846,368,557,291,2016
0500000US29043,"Christian County, Missouri",3643,16954,13861,4359,9810,4589,2016
0500000US29045,"Clark County, Missouri",416,2075,1084,389,416,173,2016
0500000US29047,"Clay County, Missouri",8155,45202,36243,13343,33780,15925,2016
0500000US29049,"Clinton County, Missouri",833,5396,3806,1188,1869,745,2016
0500000US29051,"Cole County, Missouri",3195,16338,10379,4257,10752,5751,2016
0500000US29053,"Cooper County, Missouri",815,4828,2453,959,1681,784,2016
0500000US29055,"Crawford County, Missouri",2321,6736,3300,1061,1347,764,2016
0500000US29057,"Dade County, Missouri",481,2371,1189,346,514,301,2016
0500000US29059,"Dallas County, Missouri",1310,4778,2356,625,975,520,2016
0500000US29061,"Daviess County, Missouri",441,2295,1004,368,670,247,2016
0500000US29063,"DeKalb County, Missouri",1001,4509,1820,529,967,320,2016
0500000US29065,"Dent County, Missouri",1208,4309,2153,782,872,500,2016
0500000US29067,"Douglas County, Missouri",1385,4214,1902,712,590,321,2016
0500000US29069,"Dunklin County, Missouri",3197,7750,3790,1279,1407,942,2016
0500000US29071,"Franklin County, Missouri",5873,23484,16474,7084,8867,4894,2016
0500000US29073,"Gasconade County, Missouri",927,4503,1974,937,1169,577,2016
0500000US29075,"Gentry County, Missouri",277,1997,923,286,643,249,2016
0500000US29077,"Greene County, Missouri",12183,52696,47757,13248,35508,19919,2016
0500000US29079,"Grundy County, Missouri",469,2724,1344,632,763,520,2016
0500000US29081,"Harrison County, Missouri",489,2861,942,428,602,223,2016
0500000US29083,"Henry County, Missouri",1396,6562,3640,924,1674,732,2016
0500000US29085,"Hickory County, Missouri",933,3053,1548,561,468,236,2016
0500000US29087,"Holt County, Missouri",224,1467,729,155,462,210,2016
0500000US29089,"Howard County, Missouri",518,2498,1218,418,1049,613,2016
0500000US29091,"Howell County, Missouri",2806,10695,6051,2402,2144,1768,2016
0500000US29093,"Iron County, Missouri",968,2958,1518,565,504,322,2016
0500000US29095,"Jackson County, Missouri",31860,134772,109541,32982,85778,49320,2016
0500000US29097,"Jasper County, Missouri",6424,27207,17143,5073,11382,5395,2016
0500000US29099,"Jefferson County, Missouri",14068,49975,37688,16707,18769,9100,2016
0500000US29101,"Johnson County, Missouri",1809,9806,7138,2805,5175,3453,2016
0500000US29103,"Knox County, Missouri",171,1187,562,169,287,134,2016
0500000US29105,"Laclede County, Missouri",3267,9375,5350,1703,2316,982,2016
0500000US29107,"Lafayette County, Missouri",1611,9642,4709,1581,2861,1274,2016
0500000US29109,"Lawrence County, Missouri",3036,9875,5881,1559,2871,1264,2016
0500000US29111,"Lewis County, Missouri",516,3109,1396,379,542,379,2016
0500000US29113,"Lincoln County, Missouri",3395,14987,7278,3173,3625,1749,2016
0500000US29115,"Linn County, Missouri",633,4126,1527,571,794,439,2016
0500000US29117,"Livingston County, Missouri",1026,4415,1778,885,1450,662,2016
0500000US29119,"McDonald County, Missouri",1977,5261,3397,967,1241,731,2016
0500000US29121,"Macon County, Missouri",868,4719,2123,769,1203,478,2016
0500000US29123,"Madison County, Missouri",982,3139,2036,633,754,298,2016
0500000US29125,"Maries County, Missouri",642,2669,1231,470,612,277,2016
0500000US29127,"Marion County, Missouri",1725,7420,4227,1234,2717,1242,2016
0500000US29129,"Mercer County, Missouri",135,1199,432,179,271,153,2016
0500000US29131,"Miller County, Missouri",1657,7380,3415,1085,1793,897,2016
0500000US29133,"Mississippi County, Missouri",1591,3859,1935,265,812,314,2016
0500000US29135,"Moniteau County, Missouri",821,4620,1764,524,1476,459,2016
0500000US29137,"Monroe County, Missouri",421,2938,1271,421,575,283,2016
0500000US29139,"Montgomery County, Missouri",834,3559,1655,618,716,405,2016
0500000US29141,"Morgan County, Missouri",1895,5891,2814,809,1158,533,2016
0500000US29143,"New Madrid County, Missouri",2073,5173,2392,572,839,555,2016
0500000US29145,"Newton County, Missouri",3676,13442,9593,3289,4685,2537,2016
0500000US29147,"Nodaway County, Missouri",569,5183,2720,592,1747,1391,2016
0500000US29149,"Oregon County, Missouri",700,3224,1670,578,615,353,2016
0500000US37077,"Granville County, North Carolina",4323,12678,8579,3934,5498,2370,2016
0500000US37079,"Greene County, North Carolina",2318,4699,3505,1586,1010,362,2016
0500000US37081,"Guilford County, North Carolina",24628,83200,74135,25660,76052,40865,2016
0500000US37083,"Halifax County, North Carolina",5599,13255,6731,3315,3333,1591,2016
0500000US37085,"Harnett County, North Carolina",7563,25109,20007,8285,10485,4979,2016
0500000US37087,"Haywood County, North Carolina",4183,12704,9875,5495,6451,4100,2016
0500000US37089,"Henderson County, North Carolina",6002,21396,19539,7307,15743,8569,2016
0500000US37091,"Hertford County, North Carolina",2364,5550,3927,1523,1658,858,2016
0500000US37093,"Hoke County, North Carolina",3107,9337,8877,3569,4315,1465,2016
0500000US37095,"Hyde County, North Carolina",507,1668,913,343,266,90,2016
0500000US37097,"Iredell County, North Carolina",8943,33150,26033,11409,20177,8982,2016
0500000US37099,"Jackson County, North Carolina",2068,7050,5451,2610,4338,3389,2016
0500000US37101,"Johnston County, North Carolina",10437,36091,26412,13655,18482,6849,2016
0500000US37103,"Jones County, North Carolina",1010,2182,2144,700,687,359,2016
0500000US37105,"Lee County, North Carolina",4388,10272,9146,4335,5692,2533,2016
0500000US37107,"Lenoir County, North Carolina",4460,12678,9745,4384,3638,1870,2016
0500000US37109,"Lincoln County, North Carolina",5862,17597,13101,5247,7801,3232,2016
0500000US37111,"McDowell County, North Carolina",3548,11284,7018,3440,3307,1392,2016
0500000US37113,"Macon County, North Carolina",2063,7755,5998,2700,3866,1915,2016
0500000US37115,"Madison County, North Carolina",1360,4570,2659,1404,2132,1560,2016
0500000US37117,"Martin County, North Carolina",1709,6064,3749,1596,1786,865,2016
0500000US37119,"Mecklenburg County, North Carolina",38933,123444,137598,50572,191987,96678,2016
0500000US37121,"Mitchell County, North Carolina",1062,3682,2403,1160,1268,703,2016
0500000US37123,"Montgomery County, North Carolina",2853,6183,3895,1848,2067,730,2016
0500000US37125,"Moore County, North Carolina",4533,16244,13813,7117,13816,9118,2016
0500000US37127,"Nash County, North Carolina",6887,21733,13779,6073,8474,4141,2016
0500000US37129,"New Hanover County, North Carolina",7449,32556,33467,13749,36940,18715,2016
0500000US37131,"Northampton County, North Carolina",2252,5761,2876,1468,1024,677,2016
0500000US37133,"Onslow County, North Carolina",6158,28922,32491,9963,13534,5957,2016
0500000US37135,"Orange County, North Carolina",3393,12864,11744,5074,22331,27038,2016
0500000US37137,"Pamlico County, North Carolina",981,3056,2596,981,1200,689,2016
0500000US37139,"Pasquotank County, North Carolina",2440,8544,6798,2407,3177,1857,2016
0500000US37141,"Pender County, North Carolina",3579,11854,8881,3903,5942,3179,2016
0500000US37143,"Perquimans County, North Carolina",942,3548,2321,895,1295,449,2016
0500000US37145,"Person County, North Carolina",2489,10302,6115,2805,3119,985,2016
0500000US37147,"Pitt County, North Carolina",7478,25801,23731,12013,19154,11412,2016
0500000US37149,"Polk County, North Carolina",1102,3899,3232,1547,3159,1768,2016
0500000US37151,"Randolph County, North Carolina",12554,33667,20337,9223,10502,4236,2016
